coin,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
GEMZ,2015-01-12,2014-08-26,2015-01-12,70471,806031,0.0001623046,0.000181367,3.884821,0.04703257,22.87554,peled1986,1,302,1,367,235,200,35,0.02672041,0.001173939,0.001175493,9.423267e-05,1.874993e-05,9.423814e-05,1.875005e-05,1742353.0,3,9.217324e-05,8.003173e-05,0.0002572515,0.0002436177
XBS,2015-01-13,2015-01-11,2015-01-13,70512,806652,0.0001622408,0.0001812975,3.88503,0.0470444,22.87985,Bitstake,1,8,1,2,52,52,0,0.03092006,0.00117076,0.001171675,9.416745e-05,1.418198e-05,9.417271e-05,1.418198e-05,0.0,4,6.069527e-06,5.455355e-06,2.091869e-05,2.024508e-05
GP,2015-01-16,2015-05-07,2015-01-16,70657,808492,0.0001619442,0.0001809712,3.884199,0.04705899,22.88498,HYPERfuture,1,503,12,236,252,229,23,0.0151574,0.001169776,0.001171136,9.385334e-05,1.870364e-05,9.386055e-05,1.87037e-05,1583076.0,4,0.0001029046,9.677043e-05,0.0003104018,0.0003099981
TTY,2015-01-18,2014-07-15,2015-01-18,70748,809600,0.0001617492,0.0001807573,3.882919,0.04705115,22.88687,TrinityCoin,1,65,1,187,136,128,8,0.02200436,0.001161499,0.001162381,9.360615e-05,1.86788e-05,9.361148e-05,1.867888e-05,139133.3,3,2.943635e-05,2.601869e-05,9.252172e-05,8.825673e-05
RBR,2015-01-23,2014-08-15,2015-01-23,70845,811687,0.0001617224,0.0001807255,3.882585,0.04707228,22.91445,ribbitcoin,1,1,1,161,6,6,0,0.1333333,0.001164989,0.001166266,9.358552e-05,1.411532e-05,9.359188e-05,1.411532e-05,0.0,4,1.887387e-06,1.669174e-06,6.508071e-06,6.21973e-06
FSC2,2015-01-25,2015-01-07,2015-01-25,70897,812530,0.000161653,0.0001806533,3.882381,0.04708124,22.92142,kaptainkrayola,1,191,13,409,196,188,8,0.008110937,0.001154834,0.001155692,9.349217e-05,1.864609e-05,9.349794e-05,1.864616e-05,761447.8,4,5.371904e-05,4.904349e-05,0.0001813519,0.0001790259
CELL,2015-01-25,2015-01-08,2015-01-25,70897,812530,0.000161653,0.0001806533,3.882381,0.04708124,22.92142,koko2530,1,53,1,205,33,17,16,0.02840909,0.001154403,0.001155357,9.348638e-05,1.864606e-05,9.349285e-05,1.864614e-05,18930.72,4,3.481493e-06,3.175027e-06,1.219566e-05,1.188869e-05
NIRO,2015-01-25,2014-06-19,2015-01-25,70897,812530,0.000161653,0.0001806533,3.882381,0.04708124,22.92142,KryptoKash,1,84,2,220,131,128,3,0.01879037,0.001154787,0.001155861,9.349221e-05,1.8646e-05,9.349718e-05,1.864605e-05,2889.592,3,1.862989e-05,1.669657e-05,4.529102e-05,4.211874e-05
SMLY,2015-01-28,2014-11-04,2015-01-28,70991,814187,0.0001615539,0.0001805387,3.88248,0.04709972,22.93775,gstefans,1,56,1,85,24,24,0,0.01449275,0.001157082,0.001158098,9.344449e-05,1.408629e-05,9.344893e-05,1.408629e-05,0.0,4,3.383869e-06,2.953795e-06,9.634193e-06,9.242539e-06
NKA,2015-01-28,2015-01-23,2015-01-28,70991,814187,0.0001615539,0.0001805387,3.88248,0.04709972,22.93775,madross,1,25,1,176,24,15,9,0.09486166,0.001157037,0.001157999,9.343579e-05,1.862452e-05,9.344201e-05,1.862459e-05,17982.4,4,7.805559e-06,6.361633e-06,1.922506e-05,1.709864e-05
SOON,2015-01-28,2014-06-25,2015-01-28,70991,814187,0.0001615539,0.0001805387,3.88248,0.04709972,22.93775,pineapples,1,381,8,392,262,156,106,0.03106623,0.001157728,0.001159167,9.344056e-05,1.862458e-05,9.3446e-05,1.862467e-05,899240.4,3,5.008879e-05,3.962249e-05,9.270911e-05,8.488718e-05
METAL,2015-01-28,2014-12-08,2015-01-28,70991,814187,0.0001615539,0.0001805387,3.88248,0.04709972,22.93775,xPooky,1,241,1,137,60,40,20,0.04632768,0.001157276,0.001158292,9.343482e-05,1.862454e-05,9.344078e-05,1.86246e-05,55927.77,4,3.976729e-06,3.573803e-06,1.359551e-05,1.325473e-05
AMBER,2015-02-06,2014-08-17,2015-02-06,71245,818883,0.0001613292,0.0001802837,3.881708,0.04712313,22.9878,amber_gold,1,30,1,173,46,46,0,0.02125604,0.00115195,0.001152906,9.301936e-05,1.403607e-05,9.302307e-05,1.403607e-05,0.0,4,5.683874e-06,4.935254e-06,1.624554e-05,1.53198e-05
DEBUNE,2015-02-06,2014-12-30,2015-02-06,71245,818883,0.0001613292,0.0001802837,3.881708,0.04712313,22.9878,capodieci,1,2,1,38,1,1,0,0.0,0.001151066,0.001152655,9.300553e-05,1.403607e-05,9.301214e-05,1.403607e-05,0.0,5,9.333126e-07,8.372045e-07,3.510439e-06,3.410192e-06
LQD,2015-02-06,2015-02-07,2015-02-06,71245,818883,0.0001613292,0.0001802837,3.881708,0.04712313,22.9878,Geenstijl,1,214,10,432,218,135,83,0.04255597,0.001152425,0.001153783,9.300685e-05,1.856338e-05,9.301265e-05,1.856348e-05,174640.2,3,3.858439e-05,3.370612e-05,8.043882e-05,7.5973e-05
BCENT,2015-02-06,2011-02-18,2015-02-06,71245,818883,0.0001613292,0.0001802837,3.881708,0.04712313,22.9878,Kolbas,1,84,4,1449,109,70,39,0.1509434,0.001152175,0.001153654,9.300516e-05,1.856338e-05,9.301123e-05,1.856347e-05,14637.12,2,0.0002895971,0.0002680694,0.0001256815,0.0001053095
MYST,2015-02-06,2015-01-29,2015-02-06,71245,818883,0.0001613292,0.0001802837,3.881708,0.04712313,22.9878,solacedev,1,25,1,8,85,85,0,0.01792717,0.001151943,0.001152833,9.302877e-05,1.403607e-05,9.30337e-05,1.403607e-05,0.0,4,1.416699e-05,1.265946e-05,4.477213e-05,4.338943e-05
DOT,2015-02-15,2014-03-31,2015-02-15,71492,823307,0.000161082,0.0001800183,3.880688,0.0471215,23.03214,KimDotCoin,1,40,1,321,63,62,1,0.01484895,0.001149294,0.001150227,9.238454e-05,1.398777e-05,9.238929e-05,1.398777e-05,219.1667,4,9.951617e-06,8.875463e-06,3.057004e-05,2.947161e-05
CON,2015-02-15,2015-01-02,2015-02-15,71492,823307,0.000161082,0.0001800183,3.880688,0.0471215,23.03214,muddafudda,1,1362,40,660,1162,816,346,0.033823,0.001150022,0.001151481,9.237378e-05,1.85105e-05,9.238126e-05,1.851059e-05,21568790.0,3,0.000332489,0.0003696505,0.0008066894,0.0009185025
KOBO,2015-02-15,2015-01-11,2015-02-15,71492,823307,0.000161082,0.0001800183,3.880688,0.0471215,23.03214,TheTribesman,1,328,7,428,222,175,47,0.04723952,0.001149763,0.001150961,9.237199e-05,1.851046e-05,9.23786e-05,1.851055e-05,516982.3,3,7.109261e-05,6.557723e-05,0.0001492347,0.0001437449
BITB,2015-02-18,2013-05-03,2015-02-18,71572,824797,0.0001610129,0.0001799379,3.880314,0.04715324,23.04804,TruCoin,1,919,46,656,391,318,73,0.1194971,0.001143152,0.001144817,9.21682e-05,1.849062e-05,9.217695e-05,1.849072e-05,1651547.0,2,0.0002172804,0.0003861597,0.0003409126,0.0005314986
GIVE,2015-02-20,2014-08-16,2015-02-20,71638,825745,0.0001609011,0.0001798239,3.88027,0.04718493,23.05327,TheLittleDuke,1,204,13,1091,87,72,15,0.05720396,0.001140286,0.001141692,9.199522e-05,1.84735e-05,9.20026e-05,1.847359e-05,37397.83,3,2.72933e-05,2.227793e-05,3.660973e-05,3.247716e-05
GEO,2015-02-21,2013-08-18,2015-02-21,71671,826340,0.0001608688,0.0001797962,3.880154,0.04719911,23.05926,MaGNeT,1,2455,51,1341,1457,950,507,0.03352317,0.001137009,0.001138404,9.193235e-05,1.846573e-05,9.194026e-05,1.846581e-05,26878540.0,2,0.001047088,0.0009653949,0.001156954,0.001258552
USDT,2015-02-25,2015-06-15,2015-02-25,71784,828394,0.0001607613,0.0001796888,3.879367,0.04722283,23.08018,Hollingsworth,1,1,0,148,1,0,1,0.0,0.001135416,0.001136904,1.393068e-05,1.844076e-05,1.393068e-05,1.844082e-05,0.0,inf,8.695175e-07,7.960676e-07,3.34457e-06,3.294005e-06
BITSILVER,2015-02-25,2015-01-14,2015-02-25,71784,828394,0.0001607613,0.0001796888,3.879367,0.04722283,23.08018,matt608,1,474,16,705,354,161,193,0.05050556,0.00113681,0.00113807,9.160971e-05,1.844051e-05,9.16151e-05,1.844058e-05,612779.1,3,7.977275e-05,7.577369e-05,0.0001508583,0.000146189
ADD,2015-02-28,2014-07-24,2015-02-28,71898,830274,0.0001606156,0.0001795297,3.8793,0.0472444,23.09589,adderalcoin,1,11,2,219,52,52,0,0.05128205,0.001131099,0.001132162,9.124655e-05,1.390859e-05,9.125235e-05,1.390859e-05,0.0,4,5.190947e-06,4.884086e-06,1.666271e-05,1.688306e-05
GRC,2015-02-28,2013-10-29,2015-02-28,71898,830274,0.0001606156,0.0001795297,3.8793,0.0472444,23.09589,prophetx,1,347,7,661,126,28,98,0.07034921,0.00113143,0.001132861,9.124033e-05,1.8413e-05,9.124601e-05,1.841307e-05,496186.1,3,1.948012e-05,1.627386e-05,2.392845e-05,2.212906e-05
WBB,2015-02-28,2015-02-11,2015-02-28,71898,830274,0.0001606156,0.0001795297,3.8793,0.0472444,23.09589,WildBeastBitcoin,1,68,1,17,71,71,0,0.03380282,0.001131127,0.001132046,9.126391e-05,1.390859e-05,9.127016e-05,1.390859e-05,0.0,4,8.53002e-06,7.39228e-06,2.594946e-05,2.446982e-05
MTR,2015-03-02,2015-02-13,2015-03-02,71958,831222,0.000160531,0.0001794276,3.879337,0.04725092,23.10298,mastertrader777,1,116,1,17,93,93,0,0.01145395,0.001135034,0.001135905,9.107297e-05,1.3897e-05,9.107782e-05,1.3897e-05,0.0,4,1.523075e-05,1.350409e-05,4.71934e-05,4.520585e-05
ZRC,2015-03-03,2015-03-18,2015-03-03,71992,831724,0.0001604762,0.0001793658,3.879425,0.04725993,23.10601,gnargnar,1,105,0,302,51,0,51,0.08235294,0.001132482,0.001133563,1.389043e-05,1.838861e-05,1.389043e-05,1.838866e-05,0.0,inf,8.679215e-07,7.946156e-07,3.338253e-06,3.287834e-06
XCO,2015-03-06,2015-02-26,2015-03-06,72075,833398,0.0001604291,0.0001793207,3.879294,0.04730347,23.12586,el3ab,1,27,1,8,76,76,0,0.02385965,0.001133642,0.001134593,9.093194e-05,1.387444e-05,9.09382e-05,1.387444e-05,0.0,4,1.742597e-05,1.545781e-05,5.456998e-05,5.22663e-05
VNL,2015-03-06,2015-03-05,2015-03-06,72075,833398,0.0001604291,0.0001793207,3.879294,0.04730347,23.12586,traumschiff,1,721,6,458,369,252,117,0.02648402,0.001134061,0.001135409,9.088364e-05,1.836902e-05,9.089072e-05,1.836908e-05,585992.0,3,3.973384e-05,3.900455e-05,9.424003e-05,9.686219e-05
BITZ,2015-03-08,2015-11-01,2015-03-08,72129,834473,0.0001603956,0.000179281,3.879149,0.04730899,23.13835,EBK1000,1,290,6,404,127,72,55,0.05799275,0.00113386,0.001135147,9.077544e-05,1.835685e-05,9.07813e-05,1.835694e-05,182595.9,3,7.857414e-06,6.934718e-06,2.480908e-05,2.362515e-05
SAK,2015-03-08,2014-05-20,2015-03-08,72129,834473,0.0001603956,0.000179281,3.879149,0.04730899,23.13835,SAKTeam,1,1,1,292,29,29,0,0.004926108,0.001133455,0.001134451,9.078877e-05,1.386405e-05,9.079269e-05,1.386405e-05,0.0,4,6.814133e-06,6.078648e-06,2.272955e-05,2.181858e-05
CV2,2015-03-20,2015-01-30,2015-03-20,72475,840273,0.000159972,0.0001787822,3.879454,0.04732993,23.18794,colossuscoin,1,15,2,391,89,86,3,0.03635392,0.001122332,0.001123689,9.02929e-05,1.828131e-05,9.029891e-05,1.828138e-05,134467.3,3,3.314197e-05,3.232473e-05,8.560232e-05,9.050819e-05
BTCRY,2015-03-22,2015-02-24,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,bitcrystal,1,141,7,142,88,86,2,0.01698015,0.001122239,0.001123727,9.027509e-05,1.378702e-05,9.028294e-05,1.378702e-05,3933.233,4,1.311132e-05,1.200439e-05,4.372235e-05,4.31618e-05
SONG,2015-03-22,2014-09-30,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,dynoman,1,148,1,180,67,66,1,0.01447309,0.00112223,0.001123134,9.019344e-05,1.826564e-05,9.019858e-05,1.82657e-05,114493.5,3,1.579447e-05,1.395878e-05,4.566337e-05,4.299351e-05
SLFI,2015-03-22,2015-03-05,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,freedomsr40,1,149,7,175,58,44,14,0.07320024,0.001122303,0.001123946,9.019509e-05,1.826565e-05,9.02006e-05,1.826577e-05,117342.7,4,1.653111e-05,1.475887e-05,4.382991e-05,4.184239e-05
LOG,2015-03-22,2014-10-22,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,funkenstein,1,176,6,151,109,75,34,0.03046037,0.001122433,0.001123539,9.019444e-05,1.826566e-05,9.019927e-05,1.826572e-05,94480.0,4,1.535648e-05,1.348658e-05,4.07652e-05,3.854417e-05
UNC,2015-03-22,2015-03-07,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,invt2424,1,1,1,15,1,1,0,0.0,0.001121716,0.001123097,9.019847e-05,1.378664e-05,9.020539e-05,1.378664e-05,0.0,4,9.693554e-07,8.650689e-07,3.455475e-06,3.367979e-06
NXE,2015-03-22,2015-03-05,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,NXE,1,80,1,17,74,74,0,0.006293965,0.001122097,0.001123018,9.029033e-05,1.378664e-05,9.02961e-05,1.378664e-05,0.0,4,1.590678e-05,1.423468e-05,5.205543e-05,5.003463e-05
PLANET,2015-03-22,2015-03-04,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,planetcoin,1,65,2,22,62,62,0,0.02696986,0.001122202,0.001123688,9.021022e-05,1.378664e-05,9.021954e-05,1.378664e-05,0.0,4,9.055617e-06,9.106692e-06,2.614182e-05,2.813562e-05
QUIT,2015-03-22,2015-04-09,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,QuitDough,1,221,1,71,88,87,1,0.01470195,0.001122129,0.001123015,9.0193e-05,1.82656e-05,9.019884e-05,1.826566e-05,90731.07,4,1.278814e-05,1.140615e-05,3.839284e-05,3.678272e-05
MCZ,2015-03-22,2014-12-22,2015-03-22,72534,841146,0.0001598778,0.0001786713,3.879053,0.04732637,23.19315,SreleFromMangoCoinz,1,158,1,192,160,159,1,0.01305031,0.001122376,0.00112316,9.019489e-05,1.826558e-05,9.019939e-05,1.826563e-05,301144.0,4,3.608191e-05,3.164406e-05,0.0001154522,0.0001097971
CRAVE,2015-03-26,2015-03-20,2015-03-26,72633,843041,0.0001598015,0.0001785892,3.881145,0.04733938,23.21372,industrialcoinmagic,1,33,1,6,65,65,0,0.03557692,0.001122156,0.001123049,9.045385e-05,1.376785e-05,9.045844e-05,1.376785e-05,0.0,4,1.168117e-05,1.00302e-05,3.618578e-05,3.401141e-05
ICASH,2015-03-27,2015-03-19,2015-03-27,72660,843497,0.0001597691,0.0001785494,3.881097,0.0473395,23.21764,cryptodev35,1,70,1,8,49,49,0,0.05952381,0.001122056,0.001122976,9.042952e-05,1.376273e-05,9.043543e-05,1.376273e-05,0.0,4,3.074846e-05,2.826529e-05,9.66798e-05,9.602878e-05
BCR,2015-03-29,2014-12-17,2015-03-29,72713,844395,0.0001597061,0.0001784724,3.880993,0.04734199,23.22542,bitcreditscc,1,495,9,103,186,152,34,0.02690663,0.001125023,0.001126125,9.021975e-05,1.822538e-05,9.022514e-05,1.822545e-05,217645.9,3,4.693862e-05,4.073078e-05,9.782611e-05,9.112895e-05
XEM,2015-03-31,2014-06-16,2015-03-31,72771,845448,0.0001596505,0.0001784071,3.88049,0.04734021,23.23585,ournem,1,1,1,288,178,178,0,0.03256523,0.001123635,0.001124505,9.014718e-05,1.374174e-05,9.015215e-05,1.374174e-05,0.0,3,5.961209e-05,5.038902e-05,0.0001722442,0.0001557318
TRICK,2015-03-31,2015-03-27,2015-03-31,72771,845448,0.0001596505,0.0001784071,3.88049,0.04734021,23.23585,TrickyCoin,1,20,1,4,26,26,0,0.07692308,0.001123258,0.001124175,9.011971e-05,1.374174e-05,9.012543e-05,1.374174e-05,0.0,3,5.797746e-06,4.893847e-06,1.31248e-05,1.251248e-05
URC,2015-03-31,2015-03-23,2015-03-31,72771,845448,0.0001596505,0.0001784071,3.88049,0.04734021,23.23585,USER211,1,19,1,8,57,57,0,0.01942356,0.001123359,0.001124224,9.012762e-05,1.374174e-05,9.013237e-05,1.374174e-05,0.0,4,5.979178e-06,5.314592e-06,2.039566e-05,1.9633e-05
XPB,2015-03-31,2015-01-01,2015-03-31,72771,845448,0.0001596505,0.0001784071,3.88049,0.04734021,23.23585,XPB,1,74,1,89,75,75,0,0.01945946,0.001123507,0.001124364,9.013681e-05,1.374174e-05,9.01424e-05,1.374174e-05,0.0,4,1.619685e-05,1.375645e-05,4.327971e-05,4.052987e-05
CC,2015-04-03,2015-03-29,2015-04-03,72871,846992,0.0001595034,0.0001782372,3.880061,0.04735161,23.24634,CyberCoinDev,1,31,1,5,124,124,0,0.0116706,0.001118479,0.001119376,8.99745e-05,1.372288e-05,8.998079e-05,1.372288e-05,0.0,4,1.676729e-05,1.488539e-05,5.954194e-05,5.711992e-05
PXL,2015-04-07,2015-03-10,2015-04-07,72978,848877,0.0001593899,0.0001781122,3.879956,0.04738277,23.26392,PLX_Dev,1,42,1,28,44,44,0,0.03382664,0.001115782,0.001116667,8.964143e-05,1.370276e-05,8.964717e-05,1.370276e-05,0.0,4,8.010807e-06,7.132373e-06,2.800481e-05,2.688388e-05
CYP,2015-04-11,2015-03-29,2015-04-11,73085,850844,0.0001592918,0.0001780069,3.879613,0.04744875,23.28368,Cypher7A69,1,53,1,13,128,128,0,0.009227362,0.001111052,0.001111885,8.945952e-05,1.36827e-05,8.946369e-05,1.36827e-05,0.0,3,1.798952e-05,1.578223e-05,5.60829e-05,5.374097e-05
EKN,2015-04-11,2015-04-10,2015-04-11,73085,850844,0.0001592918,0.0001780069,3.879613,0.04744875,23.28368,ElektronFoundation,1,18,1,1,34,34,0,0.03386809,0.00111084,0.001111775,8.94018e-05,1.36827e-05,8.940701e-05,1.36827e-05,0.0,4,6.479325e-06,5.672754e-06,2.14747e-05,2.048768e-05
TRON,2015-04-14,2015-04-11,2015-04-14,73160,852077,0.0001591957,0.0001778981,3.879551,0.04748436,23.29352,positrondev,1,23,1,3,159,159,0,0.0131359,0.001114795,0.001115645,8.931597e-05,1.366867e-05,8.932094e-05,1.366867e-05,0.0,4,3.848812e-05,3.403279e-05,0.0001150141,0.0001108058
HZT,2015-04-17,2015-04-10,2015-04-17,73229,853503,0.0001591618,0.0001778591,3.878972,0.04749062,23.31052,HazMatCoin-Dev,1,42,3,8,85,85,0,0.02464986,0.001112191,0.001113494,8.902091e-05,1.365579e-05,8.902823e-05,1.365579e-05,0.0,4,9.079372e-06,8.579403e-06,3.059053e-05,3.102677e-05
JAY,2015-04-17,2015-04-02,2015-04-17,73229,853503,0.0001591618,0.0001778591,3.878972,0.04749062,23.31052,jones_,1,26,2,90,13,3,10,0.474359,0.001111978,0.001113854,8.898708e-05,1.810559e-05,8.899396e-05,1.81057e-05,0.0,4,1.358325e-06,1.156774e-06,4.092256e-06,3.866807e-06
8BIT,2015-04-18,2015-04-17,2015-04-18,73256,853926,0.0001591233,0.0001778165,3.878905,0.04749476,23.31348,8bitproject,1,1,1,1,44,44,0,0.02959831,0.001110864,0.001111785,8.891765e-05,1.365076e-05,8.892266e-05,1.365076e-05,0.0,4,1.232943e-05,1.195809e-05,3.881535e-05,3.998672e-05
XAU,2015-04-21,2015-02-27,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,Aurum Project,1,35,1,53,39,39,0,0.04318489,0.00111091,0.001111836,8.858663e-05,1.363401e-05,8.859144e-05,1.363401e-05,0.0,4,9.647987e-06,8.240192e-06,2.230753e-05,2.080294e-05
CF,2015-04-21,2015-04-17,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,cfdev,1,9,1,4,62,62,0,0.01586462,0.0011109,0.001111876,8.857827e-05,1.363401e-05,8.858336e-05,1.363401e-05,0.0,4,5.841806e-06,5.241457e-06,2.091597e-05,2.019893e-05
COV,2015-04-21,2015-04-19,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,CovenDev,1,17,2,2,50,50,0,0.01877551,0.001110862,0.00111204,8.855618e-05,1.363401e-05,8.856216e-05,1.363401e-05,0.0,4,1.261698e-05,1.275696e-05,3.767286e-05,4.07192e-05
SLING,2015-04-21,2015-04-20,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,DG.Slayer,1,3,1,1,85,85,0,0.01820728,0.001110973,0.001111887,8.859596e-05,1.363401e-05,8.86006e-05,1.363401e-05,0.0,3,1.46276e-05,1.278583e-05,4.553991e-05,4.309498e-05
CGN,2015-04-21,2015-04-10,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,TillKoeln,1,415,4,422,134,33,101,0.03372067,0.001111063,0.001111916,8.854615e-05,1.808104e-05,8.855179e-05,1.808109e-05,68170.88,4,6.084618e-06,5.388425e-06,2.002493e-05,1.915483e-05
XSEED,2015-04-21,2015-09-28,2015-04-21,73346,855414,0.0001590097,0.0001776858,3.878687,0.04750643,23.32544,worth,1,194,1,473,50,3,47,0.02612245,0.001111064,0.001112284,8.854444e-05,1.808105e-05,8.854892e-05,1.808111e-05,253.1595,4,1.158055e-06,1.010351e-06,4.066706e-06,3.85514e-06
007,2015-04-23,2015-04-21,2015-04-23,73409,856463,0.0001589315,0.0001775986,3.878545,0.04751069,23.33401,007coin,1,7,1,2,51,51,0,0.03607843,0.00110972,0.001110676,8.846257e-05,1.362231e-05,8.846835e-05,1.362231e-05,0.0,3,1.133396e-05,9.833791e-06,3.433447e-05,3.238896e-05
HUGE,2015-04-24,2015-01-25,2015-04-24,73441,856992,0.0001588911,0.0001775515,3.878562,0.04750452,23.33824,hardforkcoin,1,417,23,266,165,164,1,0.01256467,0.001112436,0.001113737,8.8339e-05,1.805964e-05,8.834528e-05,1.805971e-05,217454.6,3,2.80851e-05,2.834312e-05,8.448896e-05,9.026964e-05
BTX,2015-04-26,2015-04-27,2015-04-26,73500,858002,0.0001588231,0.0001774774,3.878206,0.04750311,23.34699,placebo,1,5526,153,475,1104,789,315,0.0249542,0.001111664,0.00111304,8.820197e-05,1.804551e-05,8.820943e-05,1.804556e-05,16869460.0,3,0.0002799243,0.000305236,0.0007868278,0.0009002707
DRZ,2015-04-27,2015-04-14,2015-04-27,73520,858600,0.0001588473,0.0001775042,3.877946,0.04750451,23.35691,DRZ,1,28,1,13,143,143,0,0.006402049,0.001112252,0.001113155,8.826697e-05,1.360174e-05,8.827307e-05,1.360174e-05,0.0,4,1.799827e-05,1.585299e-05,6.276891e-05,5.966242e-05
IEC,2015-04-29,2015-04-16,2015-04-29,73607,859678,0.000158671,0.000177303,3.877668,0.04749332,23.35859,IvugeoEvolutionCoin,1,29,1,13,52,52,0,0.02413273,0.001107256,0.001108108,8.788653e-05,1.358566e-05,8.789192e-05,1.358566e-05,0.0,4,8.05567e-06,7.061325e-06,2.597792e-05,2.465147e-05
AIB,2015-04-30,2015-04-11,2015-04-30,73642,860322,0.000158639,0.0001772684,3.877383,0.04749156,23.36498,aib,1,6,1,19,12,12,0,0.01515152,0.001106974,0.001108098,8.773866e-05,1.357921e-05,8.774505e-05,1.357921e-05,0.0,4,2.01798e-06,1.817125e-06,6.909937e-06,6.70965e-06
SPHR,2015-05-02,2015-04-30,2015-05-02,73712,861520,0.0001585583,0.0001771864,3.877536,0.04748685,23.3753,ChronoSphereDev,1,9,1,2,86,86,0,0.02626539,0.001104787,0.001105664,8.761658e-05,1.356631e-05,8.762107e-05,1.356631e-05,0.0,4,1.391058e-05,1.208041e-05,4.574713e-05,4.348621e-05
GRAV,2015-05-04,2015-05-02,2015-05-04,73771,862513,0.0001584872,0.0001771063,3.877309,0.04747235,23.38352,gravitondev,1,10,1,2,78,78,0,0.01332001,0.001104727,0.001105617,8.738631e-05,1.355546e-05,8.739139e-05,1.355546e-05,0.0,4,9.706912e-06,8.662679e-06,3.443455e-05,3.325562e-05
CHIPS,2015-05-06,2015-10-07,2015-05-06,73828,863739,0.0001584675,0.0001770838,3.877465,0.0474691,23.39868,Cyrus,1,384,290,836,79,32,47,0.0845614,0.001104968,0.001106413,8.727421e-05,1.797833e-05,8.727979e-05,1.797842e-05,251358.0,3,2.842038e-05,2.459018e-05,4.399801e-05,4.029725e-05
UNIT,2015-05-07,2015-04-25,2015-05-07,73854,864203,0.0001584411,0.0001770499,3.877397,0.04746623,23.40301,carboncredit,1,26,3,49,55,55,0,0.02626263,0.001102324,0.001103829,8.73183e-05,1.354023e-05,8.732592e-05,1.354023e-05,0.0,4,8.078024e-06,7.41781e-06,2.773554e-05,2.729752e-05
BUB,2015-05-07,2015-05-01,2015-05-07,73854,864203,0.0001584411,0.0001770499,3.877397,0.04746623,23.40301,MakingBubbles,1,48,1,7,94,92,2,0.02836879,0.001102405,0.001103236,8.729543e-05,1.354078e-05,8.730006e-05,1.354078e-05,203.45,4,1.149284e-05,1.024057e-05,3.655139e-05,3.531879e-05
MUSE,2015-05-07,2015-10-23,2015-05-07,73854,864203,0.0001584411,0.0001770499,3.877397,0.04746623,23.40301,StanLarimer,1,398,1,258,58,35,23,0.2089448,0.001102442,0.00110398,8.725977e-05,1.797283e-05,8.726478e-05,1.797293e-05,85939.22,3,1.538746e-05,1.261689e-05,3.213255e-05,2.830644e-05
VIRAL,2015-05-08,2015-04-28,2015-05-08,73893,864687,0.0001583625,0.0001769652,3.877101,0.04747523,23.40376,ViralDev,1,111,1,10,118,117,1,0.01429413,0.001103691,0.001104579,8.71217e-05,1.796342e-05,8.712718e-05,1.79635e-05,219167.7,4,2.582133e-05,2.259999e-05,7.968714e-05,7.572203e-05
CLV,2015-05-13,2015-05-08,2015-05-13,74008,866912,0.000158277,0.0001768798,3.876793,0.04749673,23.42752,clevercryptodev,1,14,1,5,41,41,0,0.02560976,0.001097504,0.001098465,8.688592e-05,1.351205e-05,8.68924e-05,1.351205e-05,0.0,4,4.737465e-06,4.252731e-06,1.574081e-05,1.521804e-05
CTO,2015-05-18,2014-11-21,2015-05-18,74154,869774,0.0001581748,0.0001767743,3.876241,0.04752246,23.45859,CryptoNext,1,5,2,178,10,8,2,0.1111111,0.001092336,0.001093562,8.635755e-05,1.790906e-05,8.6362e-05,1.790913e-05,18344.92,4,4.562912e-06,3.990812e-06,1.39255e-05,1.344635e-05
